name,url,ingredients,rating,rating_count,image_url
OREO Cookie Balls,https://www.allrecipes.com/recipe/229415/oreo-cookie-balls/,"1 (8 ounce) package cream cheese, softened ; 36  OREO Cookies, finely crushed  ; 16 ounces semi-sweet baking chocolate, melted",4.71,260,https://www.allrecipes.com/thmb/lNBwiDQWNMbd0vmHBz0QdZ6u7VU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/229415-oreo-cookie-balls-mfs315-4x3-4be3ff40dce241a9900e59b259d8bac6.jpg
Hamburgers by Eddie,https://www.allrecipes.com/recipe/68613/hamburgers-by-eddie/,"1 pound ground beef ; 1  egg ; 2 teaspoons minced garlic ; 1 tablespoon steak sauce (e.g. A-1), or to taste",4.37,260,https://www.allrecipes.com/thmb/A2VHrs9N5ytEsgwjVkfzInTHEcE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2247628-8ace6d1d13c444d4bfb775b548328949.jpg
Classic Lasagna,https://www.allrecipes.com/recipe/156037/classic-lasagna/,"9  lasagna noodles ; 1 tablespoon olive oil ; 1 pound ground beef ; 1 pound bulk Italian sausage ; 1 (16 ounce) can sliced mushrooms, drained ; 1 teaspoon garlic salt ; 1 teaspoon dried oregano ; ½ teaspoon dried thyme ; ¼ teaspoon dried basil ; 4 (15 ounce) cans tomato sauce ;   salt and pepper to taste ; 1 (15 ounce) container ricotta cheese ; 3  eggs, beaten ; ⅓ cup grated Parmesan cheese ; 1 pound shredded mozzarella cheese",4.5,260,https://www.allrecipes.com/thmb/Qzmh7qlgWWLpvCAwTTkwEpJhz_U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3580839-94c23d1e9aef4a539cffc3297c7fd34c.jpg
Creamy Cheesy Scrambled Eggs with Basil,https://www.allrecipes.com/recipe/194425/creamy-cheesy-scrambled-eggs-with-basil/,4  eggs ; 3 tablespoons sour cream ; ½ cup shredded mozzarella cheese ;   salt and pepper to taste ; 2 teaspoons butter ; 1 tablespoon minced fresh basil,4.36,260,https://www.allrecipes.com/thmb/rCC9IhboKBNfG1IMXP_s2-q0dCk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/664766-97c8038b5f5144ce92fb0bc6235e85f4.jpg
Egg-Free Dairy-Free Nut-Free Cake,https://www.allrecipes.com/recipe/18061/egg-free-dairy-free-nut-free-cake/,1 ½ cups all-purpose flour ; ½ teaspoon salt ; 1 cup white sugar ; ¼ cup unsweetened cocoa powder ; 1 teaspoon baking soda ; 5 tablespoons vegetable oil ; 1 tablespoon white vinegar ; 1 teaspoon vanilla extract ; 1 cup cold water ; ½ cup semi-sweet chocolate chips,4.64,260,https://www.allrecipes.com/thmb/BQ4-I-jH_ESh8yA5kVAH0nWsLjU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5991191-28f5df357452469cad357a8bd4d63afc.jpg
Authentic Chicken Tikka Masala,https://www.allrecipes.com/recipe/228446/authentic-chicken-tikka-masala/,"¼ cup plain yogurt ; 2 teaspoons garam masala ; 2 teaspoons paprika ; ½ teaspoon freshly ground black pepper ; ½ teaspoon salt ; ½ teaspoon cayenne pepper ; ½ teaspoon ground coriander ; 1 pound skinless, boneless chicken breast - cut into 1-inch strips ; 3 tablespoons vegetable oil ; 1 teaspoon cumin seeds ; 1 large onion, chopped ; 3 cloves garlic, minced ; 1 tablespoon grated fresh ginger  ; 2  green chile peppers, minced ; 2  Roma tomatoes, diced ; ½ cup tomato paste ; ¼ cup water ; 1 teaspoon garam masala ; ½ teaspoon ground coriander ; ½ teaspoon ground turmeric ; ½ cup heavy whipping cream ; ½ teaspoon salt, or to taste ; ½ bunch cilantro for garnish",4.62,260,https://www.allrecipes.com/thmb/ueB1Dly-aOUjfAz6ZW7_d2s-KB0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1064912-authentic-chicken-tikka-masala-Aja-1x1-1-8de8f5043dcd4d759eab3116097d398f.jpg
Egg Casserole,https://www.allrecipes.com/recipe/18816/egg-casserole/,"12  eggs, beaten ; 1 ½ pounds ground breakfast sausage ; 16 ounces shredded Cheddar cheese, divided ; 7 slices white bread, torn into pieces",4.44,260,https://www.allrecipes.com/thmb/7EPYtHJtzUKVNQWAtLFA004QhR8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1711105-b84e98dad5494a76bee93b06f307233f.jpg
Crisp Peach Cobbler,https://www.allrecipes.com/recipe/259043/crisp-peach-cobbler/,"6 large  fresh peaches, pitted and cut into eighths ; 1  lemon, zested and juiced ; ½ cup unsalted butter, at room temperature ; 1 ¼ cups white sugar ; 1 ⅓ cups self-rising flour ; ⅓ cup rolled oats ; ⅔ cup whole milk ; ¼ cup white sugar ; 2 tablespoons cold water, or as needed to wet topping sugar",4.54,259,https://www.allrecipes.com/thmb/3BrRGjqpAFBDuJS69aX7k-DWvZI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4535574-crisp-peach-cobbler-Chef-John-1x1-1-3e918b8ce2424731a93eb9c4fc08c144.jpg
Amy's Delicious Turkey Burgers,https://www.allrecipes.com/recipe/59111/amys-delicious-turkey-burgers/,1 pound ground turkey ; 1 tablespoon garlic powder ; 1 tablespoon red pepper flakes ; 1 teaspoon dried minced onion  (Optional); 1  egg ; ½ cup crushed cheese flavored crackers,4.32,259,https://www.allrecipes.com/thmb/98GBX3Sh6pLGlZCA1Yn7Mg40ZLw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59111amys-delicious-turkey-burgersFranceC4x3-0c3bc57eff2e4993880d074afd1cbabd.jpg
Tomato Barley Soup,https://www.allrecipes.com/recipe/16926/tomato-barley-soup/,"1 cup chopped onions ; 1 cup chopped celery ; 1 cup chopped carrots ; 2 teaspoons minced garlic ; 2 tablespoons vegetable oil ; 2 ½ cups water ; 2  tomatoes, diced ; 1 (14.5 ounce) can peeled and diced tomatoes with juice ; 1 (10.75 ounce) can  chicken broth ; ¼ cup uncooked barley ; ⅛ teaspoon ground black pepper",4.48,259,https://www.allrecipes.com/thmb/XU4Q9-jUmHi3Kv85Koc7W5OFFNc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/16926tomato-barley-souplutzflcat4x3-8c2ffa4bc7e8457099cae6d6be658bdd.jpg
WWII Oatmeal Molasses Cookies,https://www.allrecipes.com/recipe/82137/wwii-oatmeal-molasses-cookies/,"2 cups all-purpose flour ; 2 cups oatmeal ; 1 teaspoon baking soda ; 1 teaspoon baking powder ; 1 teaspoon salt ; 1 cup sugar ; ¾ cup shortening ; 2  eggs, beaten ; 5 tablespoons light molasses ; 2 teaspoons vanilla extract ; ½ cup chopped walnuts  (Optional); ½ cup raisins  (Optional)",4.54,259,https://www.allrecipes.com/thmb/CHV_MZ0r9hnLQtbtox0QAwBpGvM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/598147-62ac52b952f84dd2a7664b1ffcfc0bd1.jpg
Tomato Basil Soup,https://www.allrecipes.com/recipe/230275/tomato-basil-soup/,"6 tablespoons butter ; 1  onion, thinly sliced ; 15  baby carrots, thinly sliced ; 2 stalks celery, thinly sliced ; 3 cloves garlic, chopped ; 1 (28 ounce) can tomato sauce (such as Hunt's®) ; 1 (8 ounce) can tomato sauce (such as Hunt's®) ; 1 ¼ cups chicken broth ; 2 tablespoons chopped fresh basil ; 1 tablespoon chopped fresh oregano ;   salt and ground black pepper to taste ; 1 ½ cups heavy whipping cream",4.84,259,https://www.allrecipes.com/thmb/C7z8Asuwu47bWs3QXhI5UzL8x0o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8921201-3516bd6884a94eec865fc00c1e78f474.jpg
Broccoli Rice Casserole,https://www.allrecipes.com/recipe/216320/broccoli-rice-casserole/,"½ cup butter ; 1 large onion, chopped ; 1 (16 ounce) package frozen chopped broccoli ; ⅓ cup milk ; 1 (10.75 ounce) can  Campbell's® Condensed Cream of Chicken Soup (Regular or 98% Fat Free) ; 1 (8 fl oz) jar pasteurized process cheese sauce (like Cheez Whiz®) ; 1 ½ cups cooked regular long-grain white rice",4.58,259,https://www.allrecipes.com/thmb/Zpl-WQK05QGXubgyUbCg_D_ZJck=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/216320-broccoli-rice-casserole-DDMFS-beauty-4x3-02d6c48cedfd40b4ba3a88a7a5f8c6cc.jpg
Iced Mochas,https://www.allrecipes.com/recipe/32521/iced-mochas/,1 ½ cups cold coffee ; 2 cups milk ; ¼ cup chocolate syrup ; ¼ cup white sugar,4.64,259,https://www.allrecipes.com/thmb/Vr4dNPjIfHJxnwM0gTbyWD_4Gbc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/671919-a2a96d5518084306b3296af1a064eac3.jpg
Shrimp Florentine with Zoodles,https://www.allrecipes.com/recipe/244715/shrimp-florentine-with-zoodles/,"1 tablespoon butter ; 1 tablespoon extra-virgin olive oil ; 2  zucchini, cut into noodle-shape strands ; ½ large yellow onion, minced ; 1 tablespoon chopped garlic ; ½ teaspoon kosher salt ; 2 tablespoons butter ; 1 pound large shrimp, peeled and deveined ; 1 teaspoon minced garlic ; 1 (6 ounce) bag baby spinach ; 1 tablespoon fresh lemon juice ; 1 teaspoon red pepper flakes ; ½ teaspoon kosher salt ; ½ teaspoon freshly ground black pepper",4.63,259,https://www.allrecipes.com/thmb/xPFm01F81qRTaDuuQmHBD83mrPQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2652868-0a0d42760f924703838aa420750a322a.jpg
Bikini Martini,https://www.allrecipes.com/recipe/20427/bikini-martini/,1 fluid ounce coconut rum ; ¾ fluid ounce vodka ; 1 fluid ounce pineapple juice ; 1 dash grenadine syrup,4.67,258,https://www.allrecipes.com/thmb/nXMRixdF-WQu_SPU0GZhx163w10=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4531705-64a1178ed6bd436b8b4e0e3c130abb65.jpg
Bread Pudding with Whiskey Sauce III,https://www.allrecipes.com/recipe/34014/bread-pudding-with-whiskey-sauce-iii/,"6  eggs, lightly beaten ; 1 ½ cups white sugar ; 4 cups milk ; 1 cup heavy cream ; 1 tablespoon vanilla extract ; ½ tablespoon ground cinnamon ; 1 (1 pound) loaf bread, cut into 1 inch cubes ; ½ cup golden raisins ; 1 ½ cups white sugar ; ¾ cup butter ; ¾ cup corn syrup ; ½ cup whiskey",4.7,258,https://www.allrecipes.com/thmb/_EnUQpoZBZ65YbjgxLJyYph3QHE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/612775-4663e199c45543b5bd12870253f3810e.jpg
Tender Breaded Turkey Cutlets,https://www.allrecipes.com/recipe/69172/tender-breaded-turkey-cutlets/,"1 cup Italian seasoned dry bread crumbs ; ¼ cup grated Parmesan cheese ; 4  turkey breast cutlets, 1/4 inch thick ; ½ cup fat free sour cream ; 1 tablespoon extra virgin olive oil",4.2,258,https://www.allrecipes.com/thmb/ZwucClPB0bhzjiqb_p6hGDe_fk8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2337672-9ae584b674794c538f1c3695392de683.jpg
Pan Seared Salmon I,https://www.allrecipes.com/recipe/21736/pan-seared-salmon-i/,4 (6 ounce) fillets salmon ; 2 tablespoons olive oil ; 2 tablespoons capers ; ⅛ teaspoon salt ; ⅛ teaspoon ground black pepper ; 4 slices  lemon,4.52,258,https://www.allrecipes.com/thmb/QodNcsUkNk-NdhkMQT20k-2vKgo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/21736-PanSearedSalmon-ddmfs-Step4-0349-7f86294cb2bf420fa99f4dea30922492.jpg
Dijon Crusted Halibut,https://www.allrecipes.com/recipe/22540/dijon-crusted-halibut/,"¼ cup mayonnaise ; 1 tablespoon prepared Dijon-style mustard ; 1 tablespoon prepared horseradish ; 1 tablespoon fresh lemon juice ; ¼ cup dry bread crumbs ; 1 tablespoon grated Parmesan cheese ; 4 (4 ounce) fillets halibut ; 1 tablespoon margarine, melted ; ¼ cup dry bread crumbs ; 1 tablespoon grated Parmesan cheese",4.39,258,https://www.allrecipes.com/thmb/XiI8S7RhFijgeq76B7KBSQhZyOU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2239941-dijon-crusted-halibut-Lacey-4x3-1-80a9013fdfbf49a5aa379a234b04a149.jpg
Easy Yet Romantic Filet Mignon,https://www.allrecipes.com/recipe/132814/easy-yet-romantic-filet-mignon/,2 (8 ounce) (1 inch thick) filet mignon steaks ; 2 teaspoons olive oil ; ¼ teaspoon onion powder ;   Salt and pepper to taste ; 2 tablespoons minced shallot ; 2 slices bacon,4.55,258,https://www.allrecipes.com/thmb/Tl86hnuZ-4rQgTdjwSVJ2wMToII=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/132814_EasyYetRomanticFiletMignon_Ms_Sasska-2000-f63cf8c2c7a447a28e53ad40c1df3e48.jpg
Neiman Marcus Chocolate Chip Cookie,https://www.allrecipes.com/recipe/15462/neiman-marcus-chocolate-chip-cookie/,½ cup unsalted butter ; 1 cup packed brown sugar ; 3 tablespoons white sugar ; 1  egg ; 2 teaspoons vanilla extract ; 1 ¾ cups all-purpose flour ; ½ teaspoon baking soda ; ½ teaspoon baking powder ; ½ teaspoon salt ; 1 ½ teaspoons instant espresso coffee powder ; 1 ½ cups semisweet chocolate chips,4.53,258,https://www.allrecipes.com/thmb/kKvxyW6rqPxBNNXW2tHP3zU3HoA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/199854-neiman-marcus-chocolate-chip-cookie-Michelle-4x3-1-4c0c88b42cd843efb970e498f7990473.jpg
Dinah's Baked Scallops,https://www.allrecipes.com/recipe/18262/dinahs-baked-scallops/,"20  buttery round crackers, crushed ;   black pepper to taste ; 1 teaspoon garlic powder ; 1 pound sea scallops, rinsed and drained ; ½ cup butter, melted ; ¼ cup dry white wine ; ½  lemon, juiced ; 1 tablespoon chopped fresh parsley, for garnish",4.41,258,https://www.allrecipes.com/thmb/wLDCJ7YNb_Ag33SVfsA78Z8-hAs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/38388-dinahs-baked-scallops-cookinmama-4x3-1-d7b2c456f7fe41b69cf95be135d32eab.jpg
Million Dollar Cake,https://www.allrecipes.com/recipe/7903/million-dollar-cake/,"1 (18.25 ounce) package yellow cake mix ; 8 ounces cream cheese ; 1 ½ cups confectioners' sugar ; 1 (20 ounce) can crushed pineapple with juice ; 2 (8 ounce) cans mandarin oranges, drained ; 1 (3.5 ounce) package instant vanilla pudding mix ; 1 (8 ounce) container frozen whipped topping, thawed",4.69,258,https://www.allrecipes.com/thmb/n5SQ2Zh-XRY573idKLzMx2655PY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/aimeebroussard_milliondollarcake_horizontal_slice4x3-033db8a17d6a4e1ab2417af3a68bffcb.jpg
Comforting Cube Steaks,https://www.allrecipes.com/recipe/56970/comforting-cube-steaks/,"4 (4 ounce) cube steaks ; ½ teaspoon Cajun seasoning, or to taste ; ¼ teaspoon freshly ground black pepper ; 1 (12 fluid ounce) can or bottle lemon-lime flavored carbonated beverage ; 2 (10.75 ounce) cans  condensed cream of mushroom soup ; 1 (1 ounce) envelope dry onion soup mix",4.07,258,https://www.allrecipes.com/thmb/RIkXgPRZkTFgSiohCxYiQPP5Bh0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3870301-comforting-cube-steaks-bigsxc-4x3-1-8fbe0991059b46b4ba11dc59f5edef5c.jpg
Mozzarella Chicken,https://www.allrecipes.com/recipe/8876/mozzarella-chicken/,"4  skinless, boneless chicken breasts ; ¼ cup butter ;   salt and pepper to taste ; 4 slices mozzarella cheese ; 1  egg, beaten ; 2 cups all-purpose flour for coating ; 1 cup seasoned dry bread crumbs ; ¼ cup butter ; 2 teaspoons minced garlic ; 1 cup dry white wine",4.54,257,https://www.allrecipes.com/thmb/k3o2TtV_kR8YE8ImQ89OdRjVHp0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3834667-1d72d732e3784227aaa9347834c32db6.jpg
Best Ever Slow Cooker Italian Beef Roast,https://www.allrecipes.com/recipe/229006/best-ever-slow-cooker-italian-beef-roast/,"1 (3 pound) beef chuck roast ; 1  onion, quartered ; 1 (10.5 ounce) can beef broth ; 1 (1 ounce) packet dry au jus mix  ; 1 (.7 ounce) package dry Italian salad dressing mix (such as Good Seasons®) ; ½ teaspoon salt ; ½ teaspoon ground black pepper",4.74,257,https://www.allrecipes.com/thmb/1ANNuoQIamJcFe-2Pw115uoBKwU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/920561-59cfd5911fcb405898b524b5ca9e4b7c.jpg
5-Ingredient Mexican Casserole,https://www.allrecipes.com/recipe/16560/5-ingredient-mexican-casserole/,"1 (16 ounce) can refried beans ; ¾  onion, diced ; 5 (10 inch) flour tortillas ; 1 cup salsa ; 2 cups shredded Cheddar or Colby Jack cheese",4.27,257,https://www.allrecipes.com/thmb/gOVUOcbP6vzhXYSjeZitxSSxp-M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/image-524-6dd0aa7df3f14838a750973252943ad6.jpg
Pub-Style Vegetarian Chili,https://www.allrecipes.com/recipe/220192/pub-style-vegetarian-chili/,"⅓ cup olive oil ; 2 cups sliced fresh mushrooms ; 1 cup finely chopped onion ; 1 cup chopped carrot ; ¾ cup chopped green bell pepper ; ¼ cup chopped celery ; 1 tablespoon minced garlic ; 1 tablespoon chili powder, or more to taste  ; 1 tablespoon ground cumin ; 1 ⅛ teaspoons salt ; ¾ teaspoon ground black pepper ; ¾ teaspoon dried basil ; ¾ teaspoon dried oregano ; 1 (28 ounce) can whole peeled tomatoes with juice ; 3 cups black beans, undrained ; ½ (6 ounce) can tomato paste ; ¼ cup red wine ; ¾ teaspoon hot pepper sauce (such as Tabasco®) ; 2 cups water",4.79,257,https://www.allrecipes.com/thmb/K-csH7hRr9KMVL9kfzna42G0fcY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/791530-099543d9518c43f8addcffd1329a11c4.jpg
New York-Style Cheesecake,https://www.allrecipes.com/recipe/221142/new-york-style-cheesecake/,"3 tablespoons melted butter ; 18  graham crackers, crushed ; ¼ cup all-purpose flour ; 1 cup sour cream ; 1 tablespoon vanilla extract ; 4 (8 ounce) packages cream cheese ; 1 ½ cups white sugar ; ⅔ cup milk ; 4  eggs ; 1 teaspoon finely grated lemon zest ; 1 teaspoon finely grated orange zest",4.71,257,https://www.allrecipes.com/thmb/UvlS9eCq27fRZ80bfb8CrzRnIg4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1147012-new-york-style-cheesecake-photo-by-renee-433332ed8aa146a7b05b697762db7701.jpg
Maple Cajun Mahi Mahi,https://www.allrecipes.com/recipe/220120/maple-cajun-mahi-mahi/,"1 tablespoon olive oil ; 2 tablespoons maple syrup ; 1 tablespoon Cajun seasoning ; ½ teaspoon garlic powder ; 2 (4 ounce) fillets mahi mahi fillets, rinsed and patted dry",4.46,257,https://www.allrecipes.com/thmb/Ztb-ml9yL2mkpGDa3HKNHcnAhrg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9310716-maple-cajun-mahi-mahi-Beckie-4x3-1-27c809f205304c3e84f8eafcb4ed99ed.jpg
Japanese Beef Stir-Fry,https://www.allrecipes.com/recipe/212636/japanese-beef-stir-fry/,"2 pounds boneless beef sirloin or beef top round steaks (3/4"" thick) ; 3 tablespoons cornstarch ; 1 (10.5 ounce) can  Campbell's® Condensed Beef Broth ; ½ cup soy sauce ; 2 tablespoons sugar ; 2 tablespoons vegetable oil ; 4 cups sliced shiitake mushrooms ; 1 head Chinese cabbage (bok choy), thinly sliced ; 2 medium red peppers, cut into 2""-long strips ; 3 stalks celery, sliced ; 2 medium green onions, cut into 2"" pieces ;   Hot cooked regular long-grain white rice",4.59,257,https://www.allrecipes.com/thmb/JE_Z9D00CaA5YZpjIrGQbwjzJPY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6948147-928401ea3fbe4933b92f412fe3b11843.jpg
Slow Cooker Beef Barley Soup,https://www.allrecipes.com/recipe/16454/slow-cooker-beef-barley-soup/,"1 ½ pounds boneless lean beef, cubed ; 3 tablespoons vegetable oil ; 1 teaspoon salt ; 1 teaspoon ground black pepper ; 2 teaspoons garlic powder ; 3 (10.5 ounce) cans beef broth ; 6 cups water ; 4 stalks celery, chopped ; 6  carrots, chopped ; 6  green onions, chopped ; ½ cup chopped fresh parsley ; 1 cup barley ; 1 teaspoon dried thyme",4.19,257,https://www.allrecipes.com/thmb/O9Xa4rVXptDDah9p_wPVDLkDueE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/16454-slow-cooker-beef-barley-soup-DDMFS-177-4x3-beauty--942966608d6f4ef19d6e96756b943a91.jpg
No Beans About It - Chili,https://www.allrecipes.com/recipe/74334/no-beans-about-it-chili/,"1 pound ground beef ; 2 cloves garlic, minced ; 1 large onion, chopped ; 2 tablespoons chili powder ; 1 teaspoon dried oregano ; 1 teaspoon ground cumin ; 1 teaspoon hot pepper sauce ; 1 (28 ounce) can crushed tomatoes ; ¼ cup red wine vinegar",4.23,257,https://www.allrecipes.com/thmb/Ax0MbCQFOY2OoXvFA2i-DQFYnvo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/74334no-beans-about-it-chiliTammyLynn4x3-6affe6ef2a2c4a348fbb2c6239662030.jpg
Summer Lasagna,https://www.allrecipes.com/recipe/73964/summer-lasagna/,"1 pound ground beef ; ½ cup chopped onion ; ½ cup chopped green bell pepper ; ¼ cup finely chopped carrots ; 2 cloves garlic, minced ; 1 (15 ounce) can tomato sauce ; ½ teaspoon dried oregano ; ½ teaspoon dried basil ;   salt and pepper to taste ; 5 medium zucchini, sliced lengthwise into 1/4-inch thick strips. ; 1 cup cottage cheese ; 1  egg, beaten ; ¾ cup shredded mozzarella cheese ; ¼ cup grated Parmesan cheese",4.62,257,https://www.allrecipes.com/thmb/GtHiuCNwYcbiLMKmYAMcnu8TTh0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/47776-d26205ca4de74ca8bbffd13d15d7501b.jpg
Pumpkin Chocolate Chip Cookies I,https://www.allrecipes.com/recipe/10031/pumpkin-chocolate-chip-cookies-i/,½ cup shortening ; 1 ½ cups white sugar ; 1  egg ; 1 cup canned pumpkin ; 1 teaspoon vanilla extract ; 2 ½ cups all-purpose flour ; 1 teaspoon baking powder ; 1 teaspoon baking soda ; 1 teaspoon salt ; 1 teaspoon ground nutmeg ; 1 teaspoon ground cinnamon ; ½ cup chopped walnuts  (Optional); 1 cup semisweet chocolate chips,4.52,257,https://www.allrecipes.com/thmb/vmKI2P25HF9J6FwogbCIl1hZOkk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9396168-pumpkin-chocolate-chip-cookies-i-Susan-Marie-4x3-1-09a93749e05240ee81ddfc454174c4eb.jpg
